olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_P26662_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_36,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_43,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_49,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_51,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_57,0,-4.698152471,0.196465498,2
UniRef90_P26662_oligopeptide_58,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_59,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_62,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_63,0,-4.698152471,0.196465498,2
UniRef90_P26662_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_P26662_oligopeptide_70,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_76,0,-4.698152471,0.196465498,2
UniRef90_P26662_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_78,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_80,1,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_81,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_82,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_83,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_84,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_85,0,-4.628665703,0.06972901,2
UniRef90_P26662_oligopeptide_87,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_88,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_89,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_91,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_93,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_94,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_95,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_96,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_97,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_98,0,-4.780914829,0.42605126,2
UniRef90_P26662_oligopeptide_99,0,-4.780914829,0.42605126,2
UniRef90_P26669_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P26669_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P26669_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_6,0,-4.516157539,0.08747136,2
UniRef90_P26670_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P26670_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P26671_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P26672_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P26672_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P26672_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_4,0,-4.568778473,0.018729435,2
UniRef90_P26673_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P26673_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_15,0,-4.628665703,0.06972901,2
UniRef90_P26676_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_26,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_28,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_29,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_3,1,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_30,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_31,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_32,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_33,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_34,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_35,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_36,0,-4.698152471,0.196465498,2
UniRef90_P26676_oligopeptide_37,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_38,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_39,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_40,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_41,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_42,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_44,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_45,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_46,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_47,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_48,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_49,0,-4.628665703,0.06972901,2
UniRef90_P26676_oligopeptide_50,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_51,1,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_52,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_53,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_54,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_55,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_56,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_57,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_58,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_59,1,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_60,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_61,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_62,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_63,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_64,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_65,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_66,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_67,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_68,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_69,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_70,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_71,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_72,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_73,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_74,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_75,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_76,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_77,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_78,0,-4.568778473,0.018729435,2
UniRef90_P26676_oligopeptide_79,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_80,0,-4.780914829,0.42605126,2
UniRef90_P26676_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_10,1,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_3,1,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_4,0,-4.628665703,0.06972901,2
UniRef90_P27019_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27019_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27024_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_5,1,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27025_oligopeptide_9,0,-4.698152471,0.196465498,2
UniRef90_P27153_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_11,0,-4.698152471,0.196465498,2
UniRef90_P27153_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_25,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_4,1,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27153_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_19,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27220_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_15,0,-4.320103704,0.308300757,2
UniRef90_P27221_oligopeptide_16,0,-4.516157539,0.08747136,2
UniRef90_P27221_oligopeptide_17,0,-4.698152471,0.196465498,2
UniRef90_P27221_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_20,0,-4.698152471,0.196465498,2
UniRef90_P27221_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27221_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_5,0,-4.698152471,0.196465498,2
UniRef90_P27222_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27222_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_4,0,-4.628665703,0.06972901,2
UniRef90_P27223_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_7,0,-4.698152471,0.196465498,2
UniRef90_P27223_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27223_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27224_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27224_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27224_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27225_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27225_oligopeptide_3,0,-4.469228884,0.144196012,2
UniRef90_P27225_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27226_oligopeptide_1,0,-4.628665703,0.06972901,2
UniRef90_P27226_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27227_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27227_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27227_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27228_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27228_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27228_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27228_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27228_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27229_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27229_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27229_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27229_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27229_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27230_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27230_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27230_oligopeptide_3,0,-4.469228884,0.144196012,2
UniRef90_P27231_oligopeptide_1,0,-4.469228884,0.144196012,2
UniRef90_P27231_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27231_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_1,1,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_10,0,-4.698152471,0.196465498,2
UniRef90_P27232_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_6,0,-4.628665703,0.06972901,2
UniRef90_P27232_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27232_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_13,0,-4.698152471,0.196465498,2
UniRef90_P27233_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27233_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_10,0,-4.698152471,0.196465498,2
UniRef90_P27234_oligopeptide_11,0,-4.698152471,0.196465498,2
UniRef90_P27234_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_14,1,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_4,0,-4.698152471,0.196465498,2
UniRef90_P27234_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_7,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27234_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_13,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_14,0,-4.698152471,0.196465498,2
UniRef90_P27235_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_17,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_2,1,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_4,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_5,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_6,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_8,0,-4.780914829,0.42605126,2
UniRef90_P27235_oligopeptide_9,0,-4.780914829,0.42605126,2
UniRef90_P27311_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27311_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27311_oligopeptide_3,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_1,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_10,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_11,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_12,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_14,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_15,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_16,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_18,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_19,0,-4.469228884,0.144196012,2
UniRef90_P27312_oligopeptide_2,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_20,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_21,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_22,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_23,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_24,0,-4.780914829,0.42605126,2
UniRef90_P27312_oligopeptide_25,0,-4.698152471,0.196465498,2
UniRef90_P27312_oligopeptide_26,0,-4.698152471,0.196465498,2
UniRef90_P27312_oligopeptide_27,0,-4.780914829,0.42605126,2
